ligand,receptor,truelabel,pred
WNT3A,FZD6,0,0,0.2962
WNT3A,FZD7,0,0,0.2426
WNT3A,FZD8,0,0,0.1714
WNT3A,LRP1,0,0,0.1180
WNT3A,LRP5,0,0,0.4708
WNT3A,LRP6,0,0,0.7054
WNT3A,RYK,0,0,0.1202
WNT3,FZD1,0,0,0.6043
WNT3,FZD5,0,0,0.0933
WNT3,FZD7,0,0,0.1499
WNT3,FZD8,0,0,0.2769
WNT3,LRP6,0,0,0.4677
WNT3,RYK,0,0,0.2312
WNT5A,ADRB2,0,0,0.4519
WNT5A,FZD1,0,0,0.2142
WNT5A,FZD2,0,0,0.8345
WNT5A,FZD4,0,0,0.6234
WNT5A,FZD5,0,0,0.7218
WNT5A,FZD6,0,0,0.7560
WNT5A,FZD7,0,0,0.7831
WNT5A,FZD8,0,0,0.6072
WNT5A,LDLR,0,0,0.7650
WNT5A,LRP2,0,0,0.6818
WNT5A,LRP5,0,0,0.2123
WNT5A,MCAM,0,0,0.5626
WNT5A,ROR2,0,0,0.7950
WNT5A,RYK,0,0,0.5205
WNT7A,FZD10,0,0,0.7152
WNT7A,FZD5,0,0,0.5241
WNT7A,FZD9,0,1,0.9194
WNT7A,LRP6,0,0,0.2962
XCL1,XCR1,0,0,0.3213
ZG16B,CXCR4,0,0,0.4587
ZG16B,TLR2,0,0,0.4902
ZG16B,TLR4,0,0,0.2864
ZG16B,TLR5,0,0,0.7026
ZG16B,TLR6,0,0,0.6368
MTf,PLG,0,0,0.2258
FYN,SPN,0,0,0.1895
SHP1,CLEC12A,0,0,0.5786
TP53,TNFRSF10D,0,0,0.4441
ADAM10,NOTCH1,0,0,0.2292
ADAM10,EFNA3,0,0,0.6151
SHP1,FCRL4,0,0,0.2628
SHP2,FCRL4,0,0,0.5026
TYROBP,TREM1,0,0,0.4088
FYN,THY1,0,0,0.2534
SYK,FCGR2A,0,0,0.6082
LGALS1,ITGB1,0,0,0.1093
LGALS1,PTPRC,0,0,0.2792
SFTPD,SIRPA,0,0,0.7886
CD6,ALCAM,0,0,0.4046
TIM-1,CD300LB,0,0,0.3262
BST2,LILRA4,0,0,0.3781
ITGB2,THY1,0,0,0.8689
SHP1,CD300LF,0,0,0.0982
CD48,CD244,0,0,0.2223
HLA-F,KIR3DL1,0,0,0.5791
CEACAM1,CD209,0,0,0.3581
PECAM1,CD38,0,0,0.5957
DLL4,NOTCH2,0,0,0.2231
DLL4,NOTCH3,0,0,0.5360
CD22,PTPRC,0,0,0.3080
PVR,NECTIN3,0,0,0.6901
NECTIN2,NECTIN3,0,0,0.8207
DSC2,DSG2,0,0,0.8458
DSC2,DSG1,0,0,0.4298
DSC1,DSG1,0,0,0.4148
DSC1,DSG2,0,0,0.7503
PVR,CD96,0,0,0.5484
LILRB4,LAIR1,0,0,0.2284
ICAM1,SPN,0,0,0.2315
CEACAM5,CEACAM1,0,0,0.6881
CEACAM6,CEACAM1,0,0,0.4430
JAG1,CD46,0,0,0.0907
FCER2,CR2,0,0,0.1607
WNT5A,FZD3,0,0,0.5640
WNT2,FZD3,0,0,0.8054
CD99,PILRA,0,0,0.3372
CEACAM5,CD8A,0,0,0.6639
CEACAM5,CD1D,0,0,0.7594
CD1D,LILRB2,0,0,0.4226
HLA-F,KIR3DL2,0,0,0.5518
CD274,CD80,0,0,0.6338
HLA-F,LILRB2,0,0,0.2362
KLRB1,CLEC2D,0,0,0.1442
CLEC2B,KLRF1,0,0,0.8353
CLEC2A,KLRF2,0,0,0.0508
CD47,SIRPG,0,0,0.1163
WNT2,FZD4,0,0,0.6053
CCL18,CCR8,0,0,0.3754
CD52,SIGLEC10,0,0,0.3258
CD200,CD200R1,0,0,0.0157
