,x,y,type
c-1495,2704.50095616096,4760.13777689865,Proliferating cell
c-1496,2697.17715309717,4760.21306066357,Proliferating cell
c-1497,2733.07640494029,4760.39110043319,Proliferating cell
c-1498,2654.48553846305,4560.51387830292,Epithelial cell
c-1499,2720.29811979409,4559.42584125869,Monocytes
c-1500,2665.11691700867,4561.23050416511,Epithelial cell
c-1501,2627.10366809169,4560.09353548436,Proliferating cell
c-1502,2619.93199486873,4562.30802480895,Proliferating cell
c-1503,2598.16498002924,4562.02909169298,Proliferating cell
c-1504,2645.62922744363,4564.69259751053,Proliferating cell
c-1505,2592.36922810206,4564.76687537298,Proliferating cell
c-1506,2734.71679309122,4568.32004787371,Epithelial cell
c-1507,2748.78223429313,4567.67427592839,Epithelial cell
c-1508,2756.74196512589,4568.78611297719,Epithelial cell
c-1509,2633.82255320044,4567.63455131266,Proliferating cell
c-1510,2615.66839844054,4569.87306430771,Proliferating cell
c-1511,2645.76279253313,4569.79951446636,Proliferating cell
c-1512,2583.69420389646,4570.87283805396,Proliferating cell
c-1513,2596.07279833232,4572.9528924659,Proliferating cell
c-1514,2588.96767159401,4572.26052662992,Proliferating cell
c-1515,2626.43003048427,4573.48051785029,Proliferating cell
c-1516,2580.00237991749,4574.31443837748,Proliferating cell
c-1517,2663.36120565478,4574.15026313853,Proliferating cell
c-1518,2621.23969590223,4576.43928196319,Proliferating cell
c-1519,2762.21553537964,4578.06916926107,Macrophage
c-1520,2610.24434027429,4576.21229981114,Proliferating cell
c-1521,2598.26757396866,4578.71879131592,Proliferating cell
c-1522,2606.33217197018,4578.13477226769,Proliferating cell
c-1523,2606.40895049788,4582.33727160806,Proliferating cell
c-1524,2600.76748321933,4583.13212301932,Proliferating cell
c-1525,2573.11424006711,4561.77026787853,Proliferating cell
c-1526,2606.17926021233,4563.71732419622,Proliferating cell
c-1527,2569.88784328622,4566.55643348848,Proliferating cell
c-1528,2565.68118181126,4568.97998896082,Proliferating cell
c-1529,2653.04873094107,4569.68416745492,Proliferating cell
c-1530,2623.8005716228,4569.65386331995,Proliferating cell
c-1531,2631.03854838533,4572.56751437016,Proliferating cell
c-1532,2639.36159858291,4573.01518994783,Proliferating cell
c-1533,2604.47187775645,4573.42620392275,Proliferating cell
c-1534,2648.07640729905,4574.50070685917,Proliferating cell
c-1535,2574.85054621687,4578.43031816431,Proliferating cell
c-1536,2584.56391054543,4577.2490138515,Proliferating cell
c-1537,2615.47140033252,4576.87998431691,Proliferating cell
c-1538,2601.74150505116,4578.13013954357,Proliferating cell
c-1539,2629.49698347617,4577.84156260494,Proliferating cell
c-1540,2566.82942101984,4580.66894002232,Fibroblast
c-1541,2696.68925453264,4578.87158589267,Monocytes
c-1542,2694.75866111854,4582.59147544227,Monocytes
c-1543,2559.42006570376,4561.22239441393,Proliferating cell
c-1544,2525.66848747431,4574.66806639396,Proliferating cell
c-1545,2524.09254035604,4579.73489083554,Proliferating cell
c-1546,2503.07708882329,4578.33860867297,Proliferating cell
c-1547,2481.07281217107,4584.00397926719,Epithelial cell
c-1548,2511.17463663538,4594.72871330165,Proliferating cell
c-1549,2493.68412098896,4598.9820077469,Proliferating cell
c-1550,2487.29952986953,4597.08487606233,Proliferating cell
c-1551,2512.95120378987,4598.48365516124,Fibroblast
c-1552,2557.63490464399,4600.16781999101,Fibroblast
c-1553,2502.45491939193,4600.76350211877,Proliferating cell
c-1554,2487.622226755,4607.5524797063,Proliferating cell
c-1555,2530.38096864157,4616.85377042947,Proliferating cell
c-1556,2518.0819151469,4616.1868462365,Proliferating cell
c-1557,2549.73608622732,4618.83747193406,Fibroblast
c-1558,2521.62888095136,4623.86809436254,Proliferating cell
c-1559,2504.6990962002,4625.21360015805,Proliferating cell
c-1560,2513.18597210809,4621.45874782961,Proliferating cell
c-1561,2509.66069067707,4623.53751608174,Proliferating cell
c-1562,2497.66584394427,4623.15506729626,Proliferating cell
c-1563,2547.75345396734,4626.87615277253,Proliferating cell
c-1564,2535.01970601558,4630.99005817606,Proliferating cell
c-1565,2479.58786269837,4632.19245728106,Proliferating cell
c-1566,2518.37688821392,4629.04731981947,Proliferating cell
c-1567,2513.63943343773,4630.79990372918,Proliferating cell
c-1568,2498.21282821986,4631.76011755814,Proliferating cell
c-1569,2526.46707623202,4631.99383090843,Proliferating cell
c-1570,2482.74508196262,4637.43721468128,Proliferating cell
c-1571,2506.47292561911,4636.46749737434,Proliferating cell
c-1572,2504.91914914244,4640.80690366995,Proliferating cell
c-1573,2472.61324406722,4640.13915026084,Proliferating cell
c-1574,2511.7977352412,4640.23541169306,Proliferating cell
c-1575,2529.64699997984,4644.57117329319,Proliferating cell
c-1576,2485.2109752848,4645.34622552197,Proliferating cell
c-1577,2480.44529913605,4650.68741796277,Proliferating cell
c-1578,2509.01895479821,4652.01861032986,Proliferating cell
c-1579,2529.45560910248,4653.17706702708,Proliferating cell
c-1580,2491.3142282853,4659.80393712407,Proliferating cell
c-1581,2497.53980988209,4658.51264946101,Proliferating cell
c-1582,2510.3527123525,4660.05488905508,Proliferating cell
c-1583,2474.18228050779,4660.26094775532,Proliferating cell
c-1584,2482.80407020405,4663.96224873699,Proliferating cell
c-1585,2506.47603028329,4665.84263318219,Proliferating cell
c-1586,2512.85521915529,4668.27759253651,Proliferating cell
c-1587,2526.16658368402,4665.93827918224,Proliferating cell
c-1588,2536.88155655739,4667.45798284577,Proliferating cell
c-1589,2503.81820549181,4667.80941702502,Proliferating cell
c-1590,2533.2380418205,4670.24386678617,Proliferating cell
c-1591,2526.61436515328,4672.08079222701,Proliferating cell
c-1592,2521.27206353979,4677.62154328761,Proliferating cell
c-1593,2491.10990510517,4676.47958521611,Proliferating cell
c-1594,2505.05455119696,4675.17116529733,Proliferating cell
c-1595,2548.42127633689,4679.54999537752,Proliferating cell
c-1596,2550.74117781287,4687.93169840892,Proliferating cell
c-1597,2479.08301500236,4692.92169707618,Proliferating cell
c-1598,2484.51730337566,4690.98388541693,Proliferating cell
c-1599,2488.14408714024,4693.41619118239,Proliferating cell
c-1600,2484.26681674328,4695.44411340813,Proliferating cell
c-1601,2515.26221074371,4695.48170936402,Proliferating cell
c-1602,2555.93494375785,4700.22609276173,Proliferating cell
c-1603,2498.30549229909,4702.82331890508,Proliferating cell
c-1604,2543.82864441936,4703.65516450193,CD8 T-cell
c-1605,2519.16009912618,4699.01360147632,Epithelial cell
c-1606,2482.60293684578,4701.01565054912,Proliferating cell
c-1607,2510.96449767739,4703.44572413772,Proliferating cell
c-1608,2521.43772173312,4704.03222835042,Proliferating cell
c-1609,2528.30771927257,4702.02898594292,Epithelial cell
c-1610,2554.54854320797,4707.27017332895,Proliferating cell
c-1611,2541.83462900271,4710.12203767839,Proliferating cell
c-1612,2510.98216144215,4708.53010888897,Proliferating cell
c-1613,2514.93734695449,4711.2771284255,Proliferating cell
c-1614,2550.96323733348,4711.51799292805,Proliferating cell
c-1615,2525.10546596177,4710.96245704403,Proliferating cell
c-1616,2509.45991868543,4712.90880920839,Proliferating cell
c-1617,2559.70609365083,4711.57860708392,Proliferating cell
c-1618,2548.11044169426,4715.95806058821,Proliferating cell
c-1619,2530.00164919166,4715.32583916654,Proliferating cell
c-1620,2483.31019764119,4719.58153734502,Proliferating cell
c-1621,2548.59864152365,4721.24667205304,Proliferating cell
c-1622,2531.29161777267,4719.98090244228,Proliferating cell
c-1623,2555.62190991959,4721.26580822979,Proliferating cell
c-1624,2542.38429523209,4721.23701073455,Proliferating cell
c-1625,2523.81870048657,4721.803059131,Proliferating cell
c-1626,2537.31117168582,4723.08082651013,Proliferating cell
c-1627,2486.58747389238,4725.64229548817,Proliferating cell
c-1628,2541.1643782624,4727.01005825286,Proliferating cell
c-1629,2527.11888129056,4727.23237344512,Proliferating cell
c-1630,2533.26385480223,4729.08667516537,Proliferating cell
c-1631,2540.57510086182,4730.24382890893,Proliferating cell
c-1632,2500.82618380264,4731.90249339824,Proliferating cell
c-1633,2521.75268433603,4731.28497117735,Proliferating cell
c-1634,2528.97884680754,4731.87748456112,Proliferating cell
c-1635,2553.08038545735,4734.37826961595,Proliferating cell
c-1636,2539.52922134155,4736.41070862891,Proliferating cell
c-1637,2534.42928495335,4736.50021845108,Proliferating cell
c-1638,2520.27317966261,4736.50315553726,Proliferating cell
c-1639,2492.0168698303,4738.29092562169,Proliferating cell
c-1640,2559.25463133958,4738.68910224421,Proliferating cell
c-1641,2550.57641110215,4737.9835415252,Proliferating cell
c-1642,2515.57102930401,4741.77557520146,Proliferating cell
c-1643,2528.53238865724,4742.59912566688,Epithelial cell
c-1644,2548.58209020866,4746.40615008715,Macrophage
c-1645,2485.76724795703,4742.73959464437,Epithelial cell
c-1646,2556.06809618093,4744.23479965795,Macrophage
c-1647,2542.92972787759,4743.29191971881,Macrophage
c-1648,2537.41917851063,4742.50284101488,Proliferating cell
c-1649,2536.00738655541,4746.3582983324,Epithelial cell
c-1650,2529.49788926751,4747.84521858245,Fibroblast
c-1651,2543.2040040654,4751.02969629141,Macrophage
c-1652,2533.88518421278,4753.68112814734,CD8 T-cell
c-1653,2516.54793623686,4753.99442977778,Epithelial cell
c-1654,2555.81449424641,4758.54396611905,Proliferating cell
c-1655,2542.18470221795,4757.81222212805,Proliferating cell
c-1656,2517.87959514315,4759.52454434312,Proliferating cell
c-1657,2537.15958146493,4760.42211001747,Proliferating cell
c-1658,2477.14123283086,4564.94580942814,Proliferating cell
c-1659,2486.33591228609,4566.20159626146,Proliferating cell
c-1660,2509.55452292326,4569.97659779705,Proliferating cell
c-1661,2486.72413668009,4571.91737305623,Proliferating cell
c-1662,2516.84629881698,4577.39508111796,Proliferating cell
c-1663,2561.42086651857,4584.52363270709,Fibroblast
c-1664,2534.27898284357,4583.47086856075,Epithelial cell
c-1665,2516.24814514619,4585.99870973531,Proliferating cell
c-1666,2550.61445287732,4586.19565774984,Fibroblast
c-1667,2526.5102378897,4591.25181205449,Epithelial cell
c-1668,2539.39337578672,4592.55086651798,Epithelial cell
c-1669,2519.36322772286,4598.82198793059,Epithelial cell
c-1670,2534.71014787409,4601.77505347747,Monocytes
c-1671,2540.60924930581,4600.92636851812,Epithelial cell
c-1672,2525.90895239284,4601.19641078031,Proliferating cell
c-1673,2497.69739823814,4605.24479914441,Proliferating cell
c-1674,2550.95210268387,4609.40952746255,Fibroblast
c-1675,2537.42607763236,4610.34046028485,Proliferating cell
c-1676,2522.97800339116,4609.12655729081,Proliferating cell
c-1677,2525.67353937107,4613.01660101073,Proliferating cell
c-1678,2538.50761645687,4619.53338019049,Proliferating cell
c-1679,2483.3522496031,4623.09214655224,Proliferating cell
c-1680,2491.23283542117,4629.71618810202,Proliferating cell
c-1681,2527.14846588793,4638.82217050513,Proliferating cell
c-1682,2490.2716145106,4656.38594640292,Proliferating cell
c-1683,2531.32752012998,4657.96734129611,Proliferating cell
c-1684,2504.07359438753,4659.25368071604,Proliferating cell
c-1685,2535.64774873458,4661.31699139858,Proliferating cell
c-1686,2501.83125562426,4679.76853211756,Proliferating cell
c-1687,2553.56828618188,4679.67609357913,Proliferating cell
c-1688,2559.26261650518,4686.03617536911,Proliferating cell
c-1689,2552.60250423268,4693.52607004363,Proliferating cell
c-1690,2475.16735960753,4696.88860264208,Proliferating cell
c-1691,2491.67171551032,4699.79764980389,Proliferating cell
c-1692,2548.71537730723,4703.87887720094,Proliferating cell
c-1693,2534.88563996998,4704.52421423438,Epithelial cell
c-1694,2516.68670825655,4705.41885518844,Proliferating cell
c-1695,2528.21142143918,4706.55687793921,Proliferating cell
c-1696,2535.82019848205,4710.3385613175,Proliferating cell
c-1697,2520.26647861212,4711.71217903074,Proliferating cell
c-1698,2504.78176108349,4713.92615968016,Proliferating cell
c-1699,2512.92308037294,4717.50108225687,Proliferating cell
c-1700,2492.01721591498,4717.86036455979,Proliferating cell
c-1701,2518.9312039336,4719.0244387698,Proliferating cell
c-1702,2504.09657594404,4720.29536560172,Proliferating cell
c-1703,2529.2842888147,4723.4277502201,Proliferating cell
c-1704,2520.70794232144,4725.24793193154,Proliferating cell
c-1705,2552.63487872942,4726.67530494761,Proliferating cell
c-1706,2497.24792252533,4728.60887618903,Proliferating cell
c-1707,2546.70627613002,4727.9855936267,Proliferating cell
c-1708,2556.85585128389,4730.33244336559,Proliferating cell
c-1709,2547.78617962475,4732.52931454706,Proliferating cell
c-1710,2545.14033441766,4737.0451542895,Proliferating cell
c-1711,2530.23057619012,4738.66663451502,Proliferating cell
c-1712,2522.29103771649,4743.73316033943,Proliferating cell
c-1713,2523.82329867706,4752.14476186163,Fibroblast
c-1714,2556.59814082902,4751.77981128641,Proliferating cell
c-1715,2547.57988647812,4757.44899327252,Proliferating cell
c-1716,2514.7499561659,4569.03051471625,Proliferating cell
c-1717,2434.43782734162,4567.72241458243,Proliferating cell
c-1718,2463.0729671157,4570.79724713994,Proliferating cell
c-1719,2498.25687261218,4572.46846672633,Proliferating cell
c-1720,2383.60622678097,4573.84658713292,Macrophage
c-1721,2450.81313988169,4571.50719596539,Monocytes
c-1722,2434.5807240816,4578.00006568362,Epithelial cell
c-1723,2440.4872131712,4576.91093342176,Epithelial cell
c-1724,2498.94084308026,4585.52744863905,Proliferating cell
c-1725,2491.23113383365,4586.70995989443,Proliferating cell
c-1726,2524.22448059174,4585.17275980262,Proliferating cell
c-1727,2415.2681980237,4589.1543530134,CD8 T-cell
c-1728,2429.9357847772,4588.7289988803,Macrophage
c-1729,2511.8901950392,4590.01158652377,Proliferating cell
c-1730,2440.19896610257,4595.34542229025,Epithelial cell
c-1731,2361.99724876582,4601.75858303947,Epithelial cell
c-1732,2433.95905684833,4603.41710729211,Fibroblast
c-1733,2440.40569626954,4604.74718915972,Epithelial cell
c-1734,2493.63355385347,4608.35368102541,Proliferating cell
c-1735,2504.17768282526,4609.16881664253,Proliferating cell
c-1736,2399.69740147478,4613.37312480377,Epithelial cell
c-1737,2480.8377152101,4610.91081967646,Epithelial cell
c-1738,2509.02124881747,4613.83090492773,Proliferating cell
c-1739,2359.97272324933,4613.54538166017,Epithelial cell
c-1740,2493.46711557911,4618.97400002888,Proliferating cell
c-1741,2461.57408040406,4618.12380378585,Fibroblast
c-1742,2469.24577919539,4624.44340026931,Proliferating cell
c-1743,2473.44542625904,4630.75867193373,Proliferating cell
c-1744,2452.25561182011,4628.59237650464,Epithelial cell
c-1745,2457.90382723697,4630.56088287716,Epithelial cell
c-1746,2395.33493909097,4628.02474743517,Epithelial cell
c-1747,2511.48433112635,4635.58960738562,Proliferating cell
c-1748,2467.05479558661,4637.06479435681,Proliferating cell
c-1749,2490.28402198937,4637.77125859525,Proliferating cell
c-1750,2522.00183360951,4637.3162654929,Proliferating cell
c-1751,2491.11356170125,4645.50205535597,Proliferating cell
c-1752,2475.76219310096,4645.01970438475,Proliferating cell
c-1753,2515.23766211317,4646.24189651627,Proliferating cell
c-1754,2448.17697640575,4644.20963807761,Epithelial cell
c-1755,2497.24326423306,4646.61113524488,Proliferating cell
c-1756,2459.05974365031,4649.20116320242,Proliferating cell
c-1757,2501.37589333986,4650.86171200388,Proliferating cell
c-1758,2522.55754198389,4649.95652802768,Proliferating cell
c-1759,2471.36000722638,4650.55522003293,Proliferating cell
c-1760,2514.68572422043,4653.80666720557,Proliferating cell
c-1761,2453.66836896764,4653.43460268373,Fibroblast
c-1762,2519.40440143211,4657.62143099454,Proliferating cell
c-1763,2467.07233930982,4659.75896030209,Proliferating cell
c-1764,2497.02579415498,4665.28056152407,Proliferating cell
c-1765,2518.47375385514,4667.56229754571,Proliferating cell
c-1766,2374.73007996307,4667.37011055809,Epithelial cell
c-1767,2487.09768209398,4670.0932078892,Proliferating cell
c-1768,2497.27699968663,4672.18591200533,Proliferating cell
c-1769,2376.55833696277,4675.15054337866,Epithelial cell
c-1770,2511.43793871497,4675.10215227701,Proliferating cell
c-1771,2385.06101871848,4679.74700905542,Epithelial cell
c-1772,2402.48483279284,4675.28475932338,Epithelial cell
c-1773,2408.55228873562,4676.09606891474,Epithelial cell
c-1774,2515.74212036266,4684.24813053528,Proliferating cell
c-1775,2432.20958976067,4682.3731604568,Proliferating cell
c-1776,2461.60720868394,4680.94519744231,Epithelial cell
c-1777,2511.06262518581,4683.08567555393,CD8 T-cell
c-1778,2438.49543944802,4685.1702774788,Proliferating cell
c-1779,2447.82385317411,4681.30922068432,CD8 T-cell
c-1780,2505.00601493974,4683.9320253054,Proliferating cell
c-1781,2484.61298987737,4685.28809599284,Proliferating cell
c-1782,2444.33546640064,4689.13855673769,Proliferating cell
c-1783,2464.73564870376,4685.63930202425,Epithelial cell
c-1784,2451.09462963204,4689.76176996468,Proliferating cell
c-1785,2395.77293633748,4687.78142739027,Epithelial cell
c-1786,2457.99641312449,4691.20369443892,Proliferating cell
c-1787,2386.36671436161,4696.77625211625,Epithelial cell
c-1788,2508.34605255999,4692.65567275394,Proliferating cell
c-1789,2397.73433523031,4694.72423564273,Epithelial cell
c-1790,2419.1252092638,4692.22491505403,Monocytes
c-1791,2467.0189422071,4692.46346341052,Proliferating cell
c-1792,2372.3702243092,4695.19336840316,Epithelial cell
c-1793,2494.43004925516,4694.15515884696,Proliferating cell
c-1794,2462.24871230969,4695.89344720208,Proliferating cell
c-1795,2442.82101910824,4702.34899166386,Proliferating cell
c-1796,2465.47583689981,4701.06086561685,Proliferating cell
c-1797,2450.17476921601,4699.1693689949,Proliferating cell
c-1798,2412.39222254073,4705.95768130873,Proliferating cell
c-1799,2498.87400170273,4698.74210657389,Proliferating cell
c-1800,2505.97397815664,4703.37646066778,Proliferating cell
c-1801,2397.31487071324,4702.65465841461,Epithelial cell
c-1802,2505.57345368946,4700.60850671754,Proliferating cell
c-1803,2435.75216759584,4701.68251501865,Epithelial cell
c-1804,2471.34330352397,4705.64689826844,Proliferating cell
c-1805,2405.92540593434,4704.34538078027,Proliferating cell
c-1806,2490.1948361989,4704.42999544081,Proliferating cell
c-1807,2373.10777731528,4705.56415506817,Epithelial cell
c-1808,2393.66678505575,4706.91990591664,Epithelial cell
c-1809,2366.63078072165,4707.83039804256,Epithelial cell
c-1810,2448.92270309072,4709.31981652495,Proliferating cell
c-1811,2423.29611466688,4709.6554672477,Epithelial cell
c-1812,2482.72167477974,4709.28320265775,Proliferating cell
c-1813,2463.94329908229,4714.06337432447,Proliferating cell
c-1814,2490.22416381125,4712.0161351317,Proliferating cell
c-1815,2471.79169087093,4719.80108328151,Proliferating cell
c-1816,2482.01033213987,4714.71746246102,Proliferating cell
c-1817,2425.46690651052,4717.9611875448,Epithelial cell
c-1818,2444.19122619977,4722.25354198008,Epithelial cell
c-1819,2510.90740358675,4720.80697155184,Proliferating cell
c-1820,2418.55397022454,4720.86846076942,Proliferating cell
c-1821,2422.10942393269,4723.50763533544,Macrophage
c-1822,2515.8893621961,4728.16777132313,Proliferating cell
c-1823,2470.17005938659,4729.39697577424,Epithelial cell
c-1824,2510.08344739961,4731.43310473424,CD8 T-cell
c-1825,2477.18029136816,4728.64037905864,Proliferating cell
c-1826,2446.99182747369,4730.36819874892,Proliferating cell
c-1827,2436.77607076577,4732.66753736183,Fibroblast
c-1828,2458.82638316073,4733.74222697448,Proliferating cell
c-1829,2463.20810554322,4732.0803186279,Epithelial cell
c-1830,2475.28042426908,4738.7203320384,Epithelial cell
c-1831,2458.69778049033,4739.380538101,Epithelial cell
c-1832,2478.84506420626,4747.54798185384,Epithelial cell
c-1833,2523.4420507865,4760.45477425408,Proliferating cell
c-1834,2424.29480706079,4569.10289757464,Epithelial cell
c-1835,2396.58962944428,4583.4417142369,Fibroblast
c-1836,2400.36449068913,4587.38527987387,Fibroblast
c-1837,2507.75519150744,4586.47911407897,Proliferating cell
c-1838,2422.60646774041,4587.16504819788,Fibroblast
c-1839,2437.42987619269,4589.1099259062,Fibroblast
c-1840,2384.99280558417,4589.34517527195,Epithelial cell
c-1841,2499.11146099271,4594.00605197062,Proliferating cell
c-1842,2387.13675024203,4596.02219015798,Epithelial cell
c-1843,2375.90757917625,4600.45808074169,Macrophage
c-1844,2506.89111763103,4603.08862294948,Epithelial cell
c-1845,2447.95084513864,4608.0484522105,Epithelial cell
c-1846,2514.42210046406,4607.82564038495,Proliferating cell
c-1847,2411.54569465552,4610.03409969466,Fibroblast
c-1848,2443.24737783306,4614.92590061605,Fibroblast
c-1849,2419.43489695079,4618.25783213635,Fibroblast
c-1850,2375.15675712468,4626.43147735245,Fibroblast
c-1851,2463.81930842633,4626.71935159574,Proliferating cell
c-1852,2391.71048115153,4627.14888890721,Epithelial cell
c-1853,2399.99747763037,4634.28133672142,Epithelial cell
c-1854,2412.46572317291,4635.04028371076,Fibroblast
c-1855,2461.67440791811,4635.16857180762,Epithelial cell
c-1856,2424.82429988497,4635.75416202498,Fibroblast
c-1857,2455.2336008527,4639.01202158288,Epithelial cell
c-1858,2497.25031061223,4638.8882638271,Proliferating cell
c-1859,2463.11879371723,4641.28318785263,Proliferating cell
c-1860,2403.24960147931,4646.04874876975,Fibroblast
c-1861,2445.62407758881,4648.02579003143,Fibroblast
c-1862,2453.52278017591,4645.89292579369,Epithelial cell
c-1863,2466.95146044601,4646.8301715882,Proliferating cell
c-1864,2483.11801858283,4654.07810584054,Proliferating cell
c-1865,2463.76072097137,4654.34020834193,Proliferating cell
c-1866,2470.57924536679,4654.94468282841,Proliferating cell
c-1867,2391.08838866988,4659.29346818718,Epithelial cell
c-1868,2450.38506369341,4660.59634052251,Fibroblast
c-1869,2361.45423585111,4665.02698041196,Epithelial cell
c-1870,2366.84077382619,4673.93998581493,Epithelial cell
c-1871,2421.97681102156,4675.82108613135,Epithelial cell
c-1872,2394.61538486436,4680.88981902285,Epithelial cell
c-1873,2376.02480489996,4683.74947058453,Epithelial cell
c-1874,2418.09219519455,4684.99949615843,Monocytes
c-1875,2405.73758687338,4687.51058739364,Epithelial cell
c-1876,2493.45384712763,4687.17208144793,Proliferating cell
c-1877,2360.48004678191,4690.94666367749,Monocytes
c-1878,2500.82921805109,4691.39467140601,Proliferating cell
c-1879,2437.41788586234,4694.66677910695,Epithelial cell
c-1880,2364.60563458552,4699.73481664704,Monocytes
c-1881,2447.02262058646,4702.00511433502,Epithelial cell
c-1882,2455.40817511408,4702.47420556984,Proliferating cell
c-1883,2460.96809670908,4704.42076660422,Proliferating cell
c-1884,2477.54039353323,4704.30280358756,Proliferating cell
c-1885,2457.55108950986,4714.42497223346,Proliferating cell
c-1886,2499.45658901478,4715.32530035964,Proliferating cell
c-1887,2524.29473146229,4716.95751757346,Proliferating cell
c-1888,2451.43818847409,4722.80789937926,Proliferating cell
c-1889,2498.92343338454,4721.58447346742,Proliferating cell
c-1890,2460.66427188777,4725.25904032832,Proliferating cell
c-1891,2432.41991107596,4725.88778925888,Fibroblast
c-1892,2504.85293362253,4724.86307941282,Proliferating cell
c-1893,2453.34975030865,4731.54062414183,Proliferating cell
c-1894,2489.40764123581,4730.71875408649,Epithelial cell
c-1895,2482.74209053601,4733.88512992492,Proliferating cell
c-1896,2465.73145750865,4739.41694984811,Proliferating cell
c-1897,2454.20468947183,4743.74227043114,Epithelial cell
c-1898,2369.43188964764,4745.14805245372,Fibroblast
c-1899,2510.5250503204,4761.43130834846,Proliferating cell
c-1900,2457.10689179095,4762.84305175257,Macrophage
c-1901,2396.42447922702,4563.44345023832,Macrophage
c-1902,2447.56979472533,4566.04697428802,Epithelial cell
c-1903,2427.16785181291,4572.76783686673,Epithelial cell
c-1904,2504.83872066064,4566.74884090202,Proliferating cell
c-1905,2373.56094974602,4567.13466611352,Monocytes
c-1906,2479.03209470822,4575.19030678735,Proliferating cell
c-1907,2505.92161601398,4574.32790952189,Proliferating cell
c-1908,2365.38404081207,4577.07139792386,Fibroblast
c-1909,2372.1074762675,4581.19108208265,Macrophage
c-1910,2519.77114897387,4564.0399752981,Proliferating cell
c-1911,2400.44985815413,4577.45173295336,Macrophage
c-1912,2498.39897582519,4564.9830709652,Proliferating cell
c-1913,2538.43213257424,4568.25456620395,Proliferating cell
c-1914,2559.30747888638,4567.10835497074,Epithelial cell
c-1915,2493.27601921663,4571.06426402679,Proliferating cell
c-1916,2473.85122132215,4577.42012473075,Epithelial cell
c-1917,2509.39921470853,4577.83928334053,Proliferating cell
c-1918,2550.31174590575,4564.36680925437,Macrophage
c-1919,2530.83121476945,4567.77484830178,Proliferating cell
c-1920,2549.40591458231,4570.47431821069,Macrophage
c-1921,2538.87714288206,4574.45551857519,Epithelial cell
c-1922,2531.22811212444,4573.56550807727,Proliferating cell
c-1923,2546.89810483771,4576.69666949925,Macrophage
c-1924,2556.58396404699,4576.24539625966,Fibroblast
c-1925,2550.91811883125,4579.09418442024,Macrophage
c-1926,2502.70074740805,4581.92119204913,Proliferating cell
c-1927,2283.89448675434,4565.06411890552,Monocytes
c-1928,2320.79349921529,4564.65045225973,Monocytes
c-1929,2302.52625182194,4571.40396444118,Monocytes
c-1930,2274.32917890011,4571.87142283947,Monocytes
c-1931,2309.78482205407,4580.72566729501,Monocytes
c-1932,2340.91542975774,4583.87532899575,Monocytes
c-1933,2300.70937695291,4585.52376517194,Monocytes
c-1934,2322.06022277479,4591.76845599489,Epithelial cell
c-1935,2296.21850618996,4591.45639068274,Monocytes
c-1936,2302.42065300996,4593.41542160301,Monocytes
c-1937,2336.33769951546,4606.46134854538,Epithelial cell
c-1938,2258.10470992577,4623.05773024822,Monocytes
c-1939,2286.36221709552,4636.84667357482,Monocytes
c-1940,2357.19370769123,4653.46141585976,Fibroblast
c-1941,2252.23881172564,4665.45917250029,Monocytes
c-1942,2355.94924322499,4670.5009719049,Epithelial cell
c-1943,2329.90977442501,4677.27734563381,Fibroblast
c-1944,2348.09340616069,4682.74171468789,Epithelial cell
c-1945,2267.67363025824,4685.61642406095,Monocytes
c-1946,2291.61981992347,4686.96993835861,Monocytes
c-1947,2292.82249961878,4691.57872536867,Epithelial cell
c-1948,2274.62376041462,4700.64312427765,Monocytes
c-1949,2284.32384711173,4701.78225164196,Fibroblast
c-1950,2258.58878773485,4703.75573962929,Monocytes
c-1951,2349.47356271434,4705.97267815468,Epithelial cell
c-1952,2252.28146621725,4705.03557491883,Monocytes
c-1953,2356.61218520112,4711.88894943439,Epithelial cell
c-1954,2295.01453001358,4712.02853681624,Epithelial cell
c-1955,2347.94164978244,4715.82396506235,Epithelial cell
c-1956,2296.07891564139,4739.03115530832,Epithelial cell
c-1957,2297.1274885094,4746.9560978881,Epithelial cell
c-1958,2290.97689675112,4748.42484779626,Epithelial cell
c-1959,2332.42868339535,4758.8603071647,Fibroblast
c-1960,2283.60192040415,4760.95711032801,Epithelial cell
c-1961,2294.25340760922,4762.29353745951,Epithelial cell
c-1962,2324.21289833541,4766.08179289956,Fibroblast
c-1963,2265.00624339916,4574.28704373496,Fibroblast
c-1964,2318.0017941375,4582.92255321834,Monocytes
c-1965,2356.83901900555,4586.01784861203,Fibroblast
c-1966,2264.65729953561,4589.78328440822,Fibroblast
c-1967,2333.90846832771,4590.35003674201,Monocytes
c-1968,2317.19993439624,4598.39741365811,Epithelial cell
c-1969,2323.88422356469,4601.54904293822,Epithelial cell
c-1970,2347.44915626739,4601.53558156772,Monocytes
c-1971,2320.33836545802,4607.07146284644,Epithelial cell
c-1972,2340.75661852234,4616.88719546487,Monocytes
c-1973,2269.40404794642,4625.53891451471,Monocytes
c-1974,2303.54316293649,4624.33004886296,Macrophage
c-1975,2358.74572048061,4626.19121305421,Monocytes
c-1976,2302.68462139302,4629.3900989607,Fibroblast
c-1977,2283.4365330738,4634.13344195026,Monocytes
c-1978,2320.97195649389,4635.5372966771,Monocytes
c-1979,2292.21279679596,4637.31594694992,Monocytes
c-1980,2282.5131716351,4640.97572902085,Monocytes
c-1981,2340.22357710166,4645.83756713804,Fibroblast
